2010,443.62,1
278,301.1,2
278,300.79,3
278,302.48,4
278,303.44,5
278,302.68,6
278,303.94,7
278,295.66,8
278,292.88,9
278,295.64,10
5067,336.53,1
803,418.09,2
803,424.04,3
803,423.83,4
803,425.33,5
803,426.92,6
803,426.27,7
803,428.82,8
803,429.02,9
803,428.73,10
5924,374.3,1
1385,445.73,2
1385,447.82,3
1385,449.15,4
1385,449.71,5
1385,433.21,6
1385,437.96,7
1385,442.21,8
1385,447.82,9
1385,449.26,10
6408,397.63,1
1929,465.21,2
1929,470.34,3
1929,474.86,4
1929,468.13,5
1929,468.99,6
1929,471.65,7
1929,472.87,8
1929,474.37,9
1929,475.89,10
6713,415.45,1
2448,482.8,2
2448,480.31,3
2448,477.87,4
2448,490.32,5
2448,493.32,6
2448,495.93,7
2448,486.56,8
2448,498.81,9
2448,503.04,10
6925,433,1
2975,501.37,2
2975,503.78,3
2975,508.12,4
2975,505.43,5
2975,504.3,6
2975,514.17,7
2975,518.6,8
2975,522.97,9
2975,525.93,10
7031,446.09,1
3370,513.3,2
3370,516.4,3
3370,508.79,4
3370,517.54,5
3370,523.5,6
3370,529.08,7
3370,532.54,8
3370,537.12,9
3370,540.96,10
7143,457.42,1
3739,524.16,2
3739,528.01,3
3739,517.5,4
3739,532.78,5
3739,540.81,6
3739,547.79,7
3739,552.27,8
3739,555.26,9
3739,560.08,10
7151,468.11,1
3997,538.09,2
3997,546.66,3
3997,533.65,4
3997,545.07,5
3997,552.44,6
3997,559,7
3997,564.11,8
3997,570.21,9
3997,575.35,10
7209,474.79,1
4226,542.87,2
4226,547.39,3
4226,541.36,4
4226,550.96,5
4226,562.84,6
4226,572.01,7
4226,577.43,8
4226,584.43,9
4226,590.81,10
